Castle,BusinessDate,DayOfWeek,HourMinute,Product,ProductUOM,ForecastedAmountOZ,ForecastedSales
CHIC 42,1/29/2022,SATURDAY,9:45,FRENCH FRIES,OZ,26.36,56.14
CHIC 42,1/29/2022,SATURDAY,10:00,FRENCH FRIES,OZ,17,80.67
CHIC 42,1/29/2022,SATURDAY,10:15,FRENCH FRIES,OZ,4.46,69.97
CHIC 42,1/29/2022,SATURDAY,10:30,FRENCH FRIES,OZ,17.84,64.61
CHIC 42,1/29/2022,SATURDAY,10:45,FRENCH FRIES,OZ,30.82,105.72
CHIC 42,1/29/2022,SATURDAY,11:00,FRENCH FRIES,OZ,30.38,96.79
CHIC 42,1/29/2022,SATURDAY,11:15,FRENCH FRIES,OZ,17.84,126.93
CHIC 42,1/29/2022,SATURDAY,11:30,FRENCH FRIES,OZ,30.38,128.9
CHIC 42,1/29/2022,SATURDAY,11:45,FRENCH FRIES,OZ,44.2,123.27
CHIC 42,1/29/2022,SATURDAY,12:00,FRENCH FRIES,OZ,22.3,157.39
CHIC 42,1/29/2022,SATURDAY,12:15,FRENCH FRIES,OZ,73.74,157.31
CHIC 42,1/29/2022,SATURDAY,12:30,FRENCH FRIES,OZ,52.96,147.41
CHIC 42,1/29/2022,SATURDAY,12:45,FRENCH FRIES,OZ,79.58,164.66
CHIC 42,1/29/2022,SATURDAY,13:00,FRENCH FRIES,OZ,39.74,154.46
CHIC 42,1/29/2022,SATURDAY,13:15,FRENCH FRIES,OZ,40.14,161.46
CHIC 42,1/29/2022,SATURDAY,13:30,FRENCH FRIES,OZ,56.3,174.71
CHIC 42,1/29/2022,SATURDAY,13:45,FRENCH FRIES,OZ,22.3,146.81
CHIC 42,1/29/2022,SATURDAY,14:00,FRENCH FRIES,OZ,42.92,147.57
CHIC 42,1/29/2022,SATURDAY,14:15,FRENCH FRIES,OZ,30.52,162.01
CHIC 42,1/29/2022,SATURDAY,14:30,FRENCH FRIES,OZ,26.36,134.29
CHIC 42,1/29/2022,SATURDAY,14:45,FRENCH FRIES,OZ,72.5,128.55
CHIC 42,1/29/2022,SATURDAY,15:00,FRENCH FRIES,OZ,42.92,142.16
CHIC 42,1/29/2022,SATURDAY,15:15,FRENCH FRIES,OZ,51.98,123.79
CHIC 42,1/29/2022,SATURDAY,15:30,FRENCH FRIES,OZ,42.08,107
CHIC 42,1/29/2022,SATURDAY,15:45,FRENCH FRIES,OZ,43.9,135.08
CHIC 42,1/29/2022,SATURDAY,16:00,FRENCH FRIES,OZ,0,121.71
CHIC 42,1/29/2022,SATURDAY,16:15,FRENCH FRIES,OZ,90.3,139.35
CHIC 42,1/29/2022,SATURDAY,16:30,FRENCH FRIES,OZ,0,98.64
CHIC 42,1/29/2022,SATURDAY,16:45,FRENCH FRIES,OZ,53.4,102.08
CHIC 42,1/29/2022,SATURDAY,17:00,FRENCH FRIES,OZ,46.98,111.7
CHIC 42,1/29/2022,SATURDAY,17:15,FRENCH FRIES,OZ,43.36,113.3
CHIC 42,1/29/2022,SATURDAY,17:30,FRENCH FRIES,OZ,46.14,116.35
CHIC 42,1/29/2022,SATURDAY,17:45,FRENCH FRIES,OZ,46.58,120.92
CHIC 42,1/29/2022,SATURDAY,18:00,FRENCH FRIES,OZ,47.52,112.4
CHIC 42,1/29/2022,SATURDAY,18:15,FRENCH FRIES,OZ,26.76,125.92
CHIC 42,1/29/2022,SATURDAY,18:30,FRENCH FRIES,OZ,12.54,117.28
CHIC 42,1/29/2022,SATURDAY,18:45,FRENCH FRIES,OZ,27,119.55
CHIC 42,1/29/2022,SATURDAY,19:00,FRENCH FRIES,OZ,56.3,115.28
CHIC 42,1/29/2022,SATURDAY,19:15,FRENCH FRIES,OZ,35.42,97.63
CHIC 42,1/29/2022,SATURDAY,19:30,FRENCH FRIES,OZ,32.3,115.07
CHIC 42,1/29/2022,SATURDAY,19:45,FRENCH FRIES,OZ,33.6,95.7
CHIC 42,1/29/2022,SATURDAY,20:00,FRENCH FRIES,OZ,12.54,89.93
CHIC 42,1/29/2022,SATURDAY,20:15,FRENCH FRIES,OZ,17.84,79.86
CHIC 42,1/29/2022,SATURDAY,20:30,FRENCH FRIES,OZ,22.44,91.78
CHIC 42,1/29/2022,SATURDAY,20:45,FRENCH FRIES,OZ,76.52,114.99
CHIC 42,1/29/2022,SATURDAY,21:00,FRENCH FRIES,OZ,46.54,108.87
CHIC 42,1/29/2022,SATURDAY,21:15,FRENCH FRIES,OZ,39.74,81.97
CHIC 42,1/29/2022,SATURDAY,21:30,FRENCH FRIES,OZ,53.12,76.37
CHIC 42,1/29/2022,SATURDAY,21:45,FRENCH FRIES,OZ,59.08,93.89
CHIC 42,1/29/2022,SATURDAY,22:00,FRENCH FRIES,OZ,61.6,116.37
CHIC 42,1/29/2022,SATURDAY,22:15,FRENCH FRIES,OZ,59.34,82.3
CHIC 42,1/29/2022,SATURDAY,22:30,FRENCH FRIES,OZ,21.9,103.53
CHIC 42,1/29/2022,SATURDAY,22:45,FRENCH FRIES,OZ,77.76,126.48
CHIC 42,1/29/2022,SATURDAY,23:00,FRENCH FRIES,OZ,26.36,129.94
CHIC 42,1/29/2022,SATURDAY,23:15,FRENCH FRIES,OZ,51.44,121.54
CHIC 42,1/29/2022,SATURDAY,23:30,FRENCH FRIES,OZ,47.38,122.43
CHIC 42,1/29/2022,SATURDAY,23:45,FRENCH FRIES,OZ,38.46,119.97
CHIC 42,1/29/2022,SATURDAY,0:00,FRENCH FRIES,OZ,36.76,132.46
CHIC 42,1/29/2022,SATURDAY,0:15,FRENCH FRIES,OZ,13.38,127.48
CHIC 42,1/29/2022,SATURDAY,0:30,FRENCH FRIES,OZ,43.46,149.31
CHIC 42,1/29/2022,SATURDAY,0:45,FRENCH FRIES,OZ,81.96,121.32
CHIC 42,1/29/2022,SATURDAY,1:00,FRENCH FRIES,OZ,59.08,128.34
CHIC 42,1/29/2022,SATURDAY,1:15,FRENCH FRIES,OZ,25.96,90.34
CHIC 42,1/29/2022,SATURDAY,1:30,FRENCH FRIES,OZ,70.52,84.21
CHIC 42,1/29/2022,SATURDAY,1:45,FRENCH FRIES,OZ,17,99.29
CHIC 42,1/29/2022,SATURDAY,2:00,FRENCH FRIES,OZ,33.6,114.56
CHIC 42,1/29/2022,SATURDAY,2:15,FRENCH FRIES,OZ,35.68,102.6
CHIC 42,1/29/2022,SATURDAY,2:30,FRENCH FRIES,OZ,26.36,99.29
CHIC 42,1/29/2022,SATURDAY,2:45,FRENCH FRIES,OZ,47.82,85.77
CHIC 42,1/29/2022,SATURDAY,3:00,FRENCH FRIES,OZ,43.36,97.41
CHIC 42,1/29/2022,SATURDAY,3:15,FRENCH FRIES,OZ,8.92,91.28
CHIC 42,1/29/2022,SATURDAY,3:30,FRENCH FRIES,OZ,13.38,68.13
CHIC 42,1/29/2022,SATURDAY,3:45,FRENCH FRIES,OZ,25.92,70.02
CHIC 42,1/29/2022,SATURDAY,4:00,FRENCH FRIES,OZ,30.42,34.36
CHIC 42,1/29/2022,SATURDAY,4:15,FRENCH FRIES,OZ,4.46,33.74
CHIC 42,1/29/2022,SATURDAY,4:30,FRENCH FRIES,OZ,0,31.41
CHIC 42,1/29/2022,SATURDAY,4:45,FRENCH FRIES,OZ,17,14.09
CHIC 42,1/29/2022,SATURDAY,5:00,FRENCH FRIES,OZ,5,21.68
CHIC 42,1/29/2022,SATURDAY,5:15,FRENCH FRIES,OZ,0,28.42
CHIC 42,1/29/2022,SATURDAY,5:30,FRENCH FRIES,OZ,12.54,23.66
CHIC 42,1/29/2022,SATURDAY,5:45,FRENCH FRIES,OZ,0,15.5
